,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
2599,,05Х12Н9М2С3М,,2-6,, 120,,Круг  г/к, ,307 970 <0.1т
2600,,12Х18Н10Т,,2-6,, 120,,Круг  г/к, ,303 850 <0.1т
2601,,20Х13,,,, 120,,Круг  г/к, ,209 000 1-5т
2602,,30Х13,,,, 120,,Круг  г/к, ,217 000 1-5т
2603,,14Х17Н2,,,, 65,,Круг  г/к, ,295 000 1-5т
2604,,12Х18Н10Т,,,, 65,,Круг  г/к, ,300 000 1-5т
2605,,ст20,,,, 16,,Круг  г/к, ,48 990 1-5т
2606,,40Х,,,, 16,,Круг  г/к, ,52 690 1-5т
2607,,65Г,,,, 16,,Круг  г/к, ,77 990 1-5т
2608,,09Г2С,,,, 16,,Круг  г/к, ,53 990 1-5т
2609,,30ХГСА,,,, 16,,Круг  г/к, ,59 990 1-5т
2610,,06ХН28МДТ AISI904L,,6,, 120,,Круг  г/к, ,1 648 000 <0.1т
2611,,06ХН28МДТ AISI904L,,,, 120,,Круг  г/к, ,1 600 000 1-5т
2612,,9ХС,,,, 65,,Круг  г/к, ,99 990 1-5т
2613,,ст35,,,, 14,,Круг  г/к, ,48 990 1-5т
2614,,30Х13,,,, 110,,Круг  г/к, ,217 000 1-5т
2615,,20Х13,,,, 110,,Круг  г/к, ,209 000 1-5т
2616,,12Х18Н10Т,,,, 70,,Круг  г/к, ,299 000 1-5т
2617,,ст45,,,, 12,,Круг  г/к, ,55 990 1-5т
2618,,ст35,,,, 12,,Круг  г/к, ,55 990 1-5т
2619,,65Г,,,, 12,,Круг  г/к, ,77 990 1-5т
2620,,65Г,,,, 12,,Круг  г/к, ,77 990 1-5т
2621,,ст45,,,, 12,,Круг  г/к, ,55 990 1-5т
2622,,ст35,,,, 12,,Круг  г/к, ,55 990 1-5т
2623,,У8А,,,, 12,,Круг  г/к, ,75 990 1-5т
2624,,14Х17Н2,,,, 70,,Круг  г/к, ,295 000 1-5т
2625,,20Х13,,,, 70,,Круг  г/к, ,209 000 1-5т
2626,,30Х13,,,, 70,,Круг  г/к, ,218 000 1-5т
2627,,95Х18,,,, 70,,Круг  г/к, ,380 000 1-5т
2628,,40Х13,,,, 70,,Круг  г/к, ,209 000 1-5т
2629,,95Х18,,,, 110,,Круг  г/к, ,380 000 1-5т
2630,,40ХН,,,, 30,,Круг  г/к, ,119 990 1-5т
2631,,10Х17Н13М2Т,,,, 110,,Круг  г/к, ,669 500 <0.1т
2632,,14Х17Н2,,2-6,, 110,,Круг  г/к, ,309 000 <0.1т
2633,,ст45,,,, 14,,Круг  г/к, ,48 990 1-5т
2634,,40Х,,,, 14,,Круг  г/к, ,52 690 1-5т
2635,,65Г,,,, 14,,Круг  г/к, ,77 990 1-5т
2636,,ст20,,,, 14,,Круг  г/к, ,48 990 1-5т
2637,,ст3,,,, 14,,Круг  г/к, ,48 990 1-5т
2638,,40Х,,,, 14,,Круг  г/к, ,52 690 1-5т
2639,,ст45,,,, 14,,Круг  г/к, ,48 990 1-5т
2640,,ст35,,,, 14,,Круг  г/к, ,48 990 1-5т
2641,,ст20,,,, 14,,Круг  г/к, ,48 990 1-5т
2642,,65Г,,,, 14,,Круг  г/к, ,77 990 1-5т
2643,,У8А,,,, 14,,Круг  г/к, ,75 990 1-5т
2644,,12Х18Н10Т,,2-6,, 115,,Круг  г/к, ,303 850 <0.1т
2645,,40Х13,,,, 115,,Круг  г/к, ,209 000 1-5т
2646,,06ХН28МДТ AISI904L,,6,, 70,,Круг  г/к, ,1 648 000 <0.1т
2647,,12Х18Н10Т,,,, 115,,Круг  г/к, ,295 000 1-5т
2648,,12Х18Н10Т,,2-6,, 110,,Круг  г/к, ,303 850 <0.1т
2649,,У8А,,,, 30,,Круг  г/к, ,73 990 1-5т
2650,,12Х18Н10Т,,2-6,, 50,,Круг  г/к, ,309 000 <0.1т
2651,,09Г2С,,,, 30,,Круг  г/к, ,53 990 1-5т
2652,,14Х17Н2,,,, 42,,Круг  г/к, ,308 000 1-5т
2653,,40Х13,,,, 42,,Круг  г/к, ,209 000 1-5т
2654,,20Х13,,,, 42,,Круг  г/к, ,209 000 1-5т
2655,,ст20,,,, 48,,Круг  г/к, ,48 990 1-5т
2656,,ст45,,,, 48,,Круг  г/к, ,48 990 1-5т
2657,,09Г2С,,,, 48,,Круг  г/к, ,53 990 1-5т
2658,,12Х18Н10Т,,,, 42,,Круг  г/к, ,305 000 1-5т
2659,,40Х,,,, 48,,Круг  г/к, ,52 690 1-5т
2660,,09Г2С,,,, 48,,Круг  г/к, ,53 990 1-5т
2661,,40Х,,,, 48,,Круг  г/к, ,52 690 1-5т
2662,,ст20,,,, 48,,Круг  г/к, ,48 990 1-5т
2663,,ст45,,,, 48,,Круг  г/к, ,48 990 1-5т
2664,,12Х18Н10Т,,2-6,, 42,,Круг  г/к, ,314 150 <0.1т
2665,,14Х17Н2,,2-6,, 42,,Круг  г/к, ,317 240 <0.1т
2666,,ст3,,,, 48,,Круг  г/к, ,48 990 1-5т
2667,,20Х13,,,, 250,,Круг  г/к, ,247 000 1-5т
2668,,40Х13,,,, 250,,Круг  г/к, ,257 000 1-5т
2669,,12Х18Н10Т,,2-6,, 250,,Круг  г/к, ,370 800 <0.1т
2670,,65Г,,,, 50,,Круг  г/к, ,77 990 1-5т
2671,,18ХГТ,,,, 50,,Круг  г/к, ,59 990 1-5т
2672,,40Х,,,, 50,,Круг  г/к, ,52 690 1-5т
2673,,ст45,,,, 50,,Круг  г/к, ,48 990 1-5т
2674,,20Х,,,, 50,,Круг  г/к, ,52 690 1-5т
2675,,ст20,,,, 50,,Круг  г/к, ,48 990 1-5т
2676,,ст35,,,, 50,,Круг  г/к, ,48 990 1-5т
2677,,09Г2С,,,, 50,,Круг  г/к, ,53 990 1-5т
2678,,38Х2МЮА,,,, 50,,Круг  г/к, ,115 990 1-5т
2679,,У8А,,,, 50,,Круг  г/к, ,73 990 1-5т
2680,,9ХС,,,, 50,,Круг  г/к, ,99 990 1-5т
2681,,ЭК80-Ш,,,, 50,,Круг  г/к, ,99 990 1-5т
2682,,12Х18Н10Т,,2-6,, 260,,Круг  г/к, ,370 800 <0.1т
2683,,12Х18Н10Т,,,, 260,,Круг  г/к, ,360 000 1-5т
2684,,40ХН,,,, 50,,Круг  г/к, ,112 990 1-5т
2685,,ст45,,,, 46,,Круг  г/к, ,48 990 1-5т
2686,,30ХГСА,,,, 50,,Круг  г/к, ,59 990 1-5т
2687,,ст45,,,, 46,,Круг  г/к, ,48 990 1-5т
2688,,12Х18Н10Т,,2-6,, 240,,Круг  г/к, ,370 800 <0.1т
2689,,9ХС,,,, 45,,Круг  г/к, ,99 990 1-5т
2690,,40ХН,,,, 45,,Круг  г/к, ,112 990 1-5т
2691,,12Х2Н4А,,,, 45,,Круг  г/к, ,179 990 1-5т
2692,,12Х18Н10Т,,,, 230,,Круг  г/к, ,350 000 1-5т
2693,,12Х18Н10Т,,2-6,, 220,,Круг  г/к, ,339 900 <0.1т
2694,,40Х13,,,, 220,,Круг  г/к, ,237 000 1-5т
2695,,У8А,,,, 45,,Круг  г/к, ,73 990 1-5т
2696,,20Х13,,,, 220,,Круг  г/к, ,237 000 1-5т
2697,,12Х18Н10Т,,2-6,, 210,,Круг  г/к, ,329 600 <0.1т
2698,,ст45,,,, 42,,Круг  г/к, ,48 990 1-5т
2699,,40Х,,,, 42,,Круг  г/к, ,52 690 1-5т
2700,,9ХС,,,, 30,,Круг  г/к, ,102 990 1-5т
2701,,ст20,,,, 42,,Круг  г/к, ,48 990 1-5т
2702,,09Г2С,,,, 42,,Круг  г/к, ,53 990 1-5т
2703,,12Х18Н10Т,,,, 220,,Круг  г/к, ,330 000 1-5т
2704,,ст35,,,, 45,,Круг  г/к, ,48 990 1-5т
2705,,30ХГСА,,,, 45,,Круг  г/к, ,59 990 1-5т
2706,,40Х,,,, 45,,Круг  г/к, ,52 690 1-5т
2707,,12Х18Н10Т,,2-6,, 230,,Круг  г/к, ,360 500 <0.1т
2708,,18ХГТ,,,, 45,,Круг  г/к, ,59 990 1-5т
2709,,30ХГСА,,,, 45,,Круг  г/к, ,59 990 1-5т
2710,,40Х,,,, 45,,Круг  г/к, ,52 690 1-5т
2711,,ст35,,,, 45,,Круг  г/к, ,48 990 1-5т
2712,,09Г2С,,,, 45,,Круг  г/к, ,53 990 1-5т
2713,,ст20,,,, 45,,Круг  г/к, ,48 990 1-5т
2714,,ст3,,,, 45,,Круг  г/к, ,48 990 1-5т
2715,,ст20,,,, 45,,Круг  г/к, ,48 990 1-5т
2716,,09Г2С,,,, 45,,Круг  г/к, ,53 990 1-5т
2717,,40Х13,,,, 230,,Круг  г/к, ,247 000 1-5т
2718,,20Х13,,,, 230,,Круг  г/к, ,247 000 1-5т
2719,,20Х,,,, 45,,Круг  г/к, ,52 690 1-5т
2720,,ст45,,,, 45,,Круг  г/к, ,48 990 1-5т
2721,,18ХГТ,,,, 45,,Круг  г/к, ,59 990 1-5т
2722,,12Х18Н10Т,,,, 250,,Круг  г/к, ,360 000 1-5т
2723,,40Х,,,, 50,,Круг  г/к, ,52 690 1-5т
2724,,09Г2С,,,, 50,,Круг  г/к, ,53 990 1-5т
2725,,30ХГСА,,,, 50,,Круг  г/к, ,59 990 1-5т
2726,,ст35,,,, 60,,Круг  г/к, ,48 990 1-5т
2727,,38Х2МЮА,,,, 60,,Круг  г/к, ,115 990 1-5т
2728,,9ХС,,,, 60,,Круг  г/к, ,99 990 1-5т
2729,,У8А,,,, 60,,Круг  г/к, ,73 990 1-5т
2730,,40ХН2МА,,,, 60,,Круг  г/к, ,136 990 1-5т
2731,,40ХН,,,, 60,,Круг  г/к, ,112 990 1-5т
2732,,ст45,,,, 60,,Круг  г/к, ,48 990 1-5т
2733,,12ХН3А,,,, 60,,Круг  г/к, ,199 990 1-5т
2734,,30Х13,,,, 40,,Круг  г/к, ,217 000 1-5т
2735,,40Х13,,,, 40,,Круг  г/к, ,209 000 1-5т
2736,,12Х18Н10Т,,2-6,, 40,,Круг  г/к, ,305 910 <0.1т
2737,,14Х17Н2,,2-6,, 40,,Круг  г/к, ,314 150 <0.1т
2738,,10Х17Н13М2Т,,,, 40,,Круг  г/к, ,669 500 <0.1т
2739,,12Х18Н10Т,,2-6,, 280,,Круг  г/к, ,374 920 <0.1т
2740,,20Х13,,,, 40,,Круг  г/к, ,209 000 1-5т
2741,,20Х,,,, 60,,Круг  г/к, ,52 690 1-5т
2742,,18ХГТ,,,, 60,,Круг  г/к, ,59 990 1-5т
2743,,40Х,,,, 60,,Круг  г/к, ,52 690 1-5т
2744,,40ХН,,,, 65,,Круг  г/к, ,109 990 1-5т
2745,,12Х2Н4А,,,, 65,,Круг  г/к, ,179 990 1-5т
2746,,12Х18Н10Т,,,, 40,,Круг  г/к, ,297 000 1-5т
2747,,95Х18,,,, 40,,Круг  г/к, ,380 000 1-5т
2748,,65Г,,,, 60,,Круг  г/к, ,77 990 1-5т
2749,,ст45,,,, 60,,Круг  г/к, ,48 990 1-5т
2750,,ст20,,,, 60,,Круг  г/к, ,48 990 1-5т
2751,,40Х,,,, 60,,Круг  г/к, ,52 690 1-5т
2752,,30ХГСА,,,, 60,,Круг  г/к, ,59 990 1-5т
2753,,38Х2МЮА,,,, 60,,Круг  г/к, ,115 990 1-5т
2754,,ст35,,,, 60,,Круг  г/к, ,48 990 1-5т
2755,,18ХГТ,,,, 60,,Круг  г/к, ,59 990 1-5т
2756,,20Х,,,, 60,,Круг  г/к, ,52 690 1-5т
2757,,65Г,,,, 60,,Круг  г/к, ,77 990 1-5т
2758,,30ХГСА,,,, 60,,Круг  г/к, ,59 990 1-5т
2759,,40Х,,,, 56,,Круг  г/к, ,52 690 1-5т
2760,,09Г2С,,,, 56,,Круг  г/к, ,53 990 1-5т
2761,,ст45,,,, 56,,Круг  г/к, ,48 990 1-5т
2762,,18ХГТ,,,, 56,,Круг  г/к, ,59 990 1-5т
2763,,40Х,,,, 52,,Круг  г/к, ,52 690 1-5т
2764,,ст45,,,, 52,,Круг  г/к, ,48 990 1-5т
2765,,ст20,,,, 52,,Круг  г/к, ,48 990 1-5т
2766,,40Х,,,, 52,,Круг  г/к, ,52 690 1-5т
2767,,ст35,,,, 52,,Круг  г/к, ,48 990 1-5т
2768,,20Х13,,,, 270,,Круг  г/к, ,256 000 1-5т
2769,,40Х13,,,, 270,,Круг  г/к, ,256 000 1-5т
2770,,12Х18Н10Т,,,, 270,,Круг  г/к, ,360 000 1-5т
2771,,ст20,,,, 50,,Круг  г/к, ,48 990 1-5т
2772,,65Г,,,, 50,,Круг  г/к, ,77 990 1-5т
2773,,ст45,,,, 50,,Круг  г/к, ,48 990 1-5т
2774,,20Х,,,, 50,,Круг  г/к, ,52 690 1-5т
2775,,ст35,,,, 50,,Круг  г/к, ,48 990 1-5т
2776,,18ХГТ,,,, 50,,Круг  г/к, ,59 990 1-5т
2777,,38Х2МЮА,,,, 50,,Круг  г/к, ,115 990 1-5т
2778,,ст20,,,, 52,,Круг  г/к, ,48 990 1-5т
2779,,ст35,,,, 42,,Круг  г/к, ,48 990 1-5т
2780,,ст35,,,, 52,,Круг  г/к, ,48 990 1-5т
2781,,ст35,,,, 54,,Круг  г/к, ,48 990 1-5т
2782,,30ХГСА,,,, 56,,Круг  г/к, ,59 990 1-5т
2783,,ст20,,,, 56,,Круг  г/к, ,48 990 1-5т
2784,,ст3,,,, 56,,Круг  г/к, ,48 990 1-5т
2785,,ст45,,,, 56,,Круг  г/к, ,48 990 1-5т
2786,,09Г2С,,,, 56,,Круг  г/к, ,53 990 1-5т
2787,,ст20,,,, 56,,Круг  г/к, ,48 990 1-5т
2788,,18ХГТ,,,, 56,,Круг  г/к, ,59 990 1-5т
2789,,40Х,,,, 56,,Круг  г/к, ,52 690 1-5т
2790,,30ХГСА,,,, 56,,Круг  г/к, ,59 990 1-5т
2791,,20Х13,,,, 280,,Круг  г/к, ,258 000 1-5т
2792,,12Х18Н10Т,,,, 280,,Круг  г/к, ,364 000 1-5т
2793,,ст45,,,, 54,,Круг  г/к, ,48 990 1-5т
2794,,ст35,,,, 54,,Круг  г/к, ,48 990 1-5т
2795,,12Х18Н10Т,,2-6,, 270,,Круг  г/к, ,370 800 <0.1т
2796,,ст45,,,, 54,,Круг  г/к, ,48 990 1-5т
2797,,ст45,,,, 52,,Круг  г/к, ,48 990 1-5т
2798,,ст3,,,, 42,,Круг  г/к, ,48 990 1-5т
2799,,18ХГТ,,,, 42,,Круг  г/к, ,59 990 1-5т
2800,,ст45,,,, 42,,Круг  г/к, ,48 990 1-5т
2801,,ст45,,,, 34,,Круг  г/к, ,48 990 1-5т
2802,,40Х,,,, 34,,Круг  г/к, ,52 690 1-5т
2803,,20Х,,,, 34,,Круг  г/к, ,52 690 1-5т
2804,,ст3,,,, 34,,Круг  г/к, ,48 990 1-5т
2805,,ст20,,,, 34,,Круг  г/к, ,48 990 1-5т
2806,,ст45,,,, 34,,Круг  г/к, ,48 990 1-5т
2807,,ст20,,,, 34,,Круг  г/к, ,48 990 1-5т
2808,,20Х,,,, 34,,Круг  г/к, ,52 690 1-5т
2809,,ст35,,,, 34,,Круг  г/к, ,48 990 1-5т
2810,,20Х13,,,, 180,,Круг  г/к, ,209 000 1-5т
2811,,14Х17Н2,,,, 180,,Круг  г/к, ,295 000 1-5т
2812,,12Х18Н10Т,,,, 180,,Круг  г/к, ,295 000 1-5т
2813,,14Х17Н2,,2-6,, 170,,Круг  г/к, ,303 850 <0.1т
2814,,12Х18Н10Т,,2-6,, 170,,Круг  г/к, ,303 850 <0.1т
2815,,40Х,,,, 34,,Круг  г/к, ,52 690 1-5т
2816,,ст35,,,, 34,,Круг  г/к, ,48 990 1-5т
2817,,40Х13,,,, 180,,Круг  г/к, ,209 000 1-5т
2818,,30Х13,,,, 180,,Круг  г/к, ,216 000 1-5т
2819,,20Х13,,,, 48,,Круг  г/к, ,209 000 1-5т
2820,,ст20,,,, 42,,Круг  г/к, ,48 990 1-5т
2821,,12Х18Н10Т,,2-6,, 48,,Круг  г/к, ,309 000 <0.1т
2822,,40Х13,,,, 190,,Круг  г/к, ,209 000 1-5т
2823,,40Х,,,, 35,,Круг  г/к, ,52 690 1-5т
2824,,ст20,,,, 35,,Круг  г/к, ,48 990 1-5т
2825,,ст45,,,, 35,,Круг  г/к, ,48 990 1-5т
2826,,40Х,,,, 35,,Круг  г/к, ,52 690 1-5т
2827,,ст45,,,, 35,,Круг  г/к, ,48 990 1-5т
2828,,ст20,,,, 35,,Круг  г/к, ,48 990 1-5т
2829,,У8А,,,, 35,,Круг  г/к, ,73 990 1-5т
2830,,20Х13,,,, 190,,Круг  г/к, ,209 000 1-5т
2831,,12Х18Н10Т,,,, 190,,Круг  г/к, ,294 000 1-5т
2832,,14Х17Н2,,2-6,, 180,,Круг  г/к, ,303 850 <0.1т
2833,,12Х18Н10Т,,2-6,, 180,,Круг  г/к, ,303 850 <0.1т
2834,,40Х,,,, 32,,Круг  г/к, ,52 690 1-5т
2835,,40Х13,,,, 48,,Круг  г/к, ,209 000 1-5т
2836,,ст45,,,, 32,,Круг  г/к, ,48 990 1-5т
2837,,ст35,,,, 32,,Круг  г/к, ,48 990 1-5т
2838,,65Г,,,, 30,,Круг  г/к, ,77 990 1-5т
2839,,20Х,,,, 30,,Круг  г/к, ,52 690 1-5т
2840,,ст20,,,, 30,,Круг  г/к, ,48 990 1-5т
2841,,09Г2С,,,, 30,,Круг  г/к, ,53 990 1-5т
2842,,40Х,,,, 30,,Круг  г/к, ,52 690 1-5т
2843,,18ХГТ,,,, 30,,Круг  г/к, ,59 990 1-5т
2844,,ст45,,,, 30,,Круг  г/к, ,48 990 1-5т
2845,,ст3,,,, 30,,Круг  г/к, ,48 990 1-5т
2846,,20Х,,,, 30,,Круг  г/к, ,52 690 1-5т
2847,,65Г,,,, 30,,Круг  г/к, ,77 990 1-5т
2848,,40Х,,,, 30,,Круг  г/к, ,52 690 1-5т
2849,,30ХГСА,,,, 30,,Круг  г/к, ,59 990 1-5т
2850,,ст45,,,, 30,,Круг  г/к, ,48 990 1-5т
2851,,ст20,,,, 30,,Круг  г/к, ,48 990 1-5т
2852,,18ХГТ,,,, 30,,Круг  г/к, ,59 990 1-5т
2853,,30ХГСА,,,, 30,,Круг  г/к, ,59 990 1-5т
2854,,30Х13,,,, 50,,Круг  г/к, ,217 000 1-5т
2855,,95Х18,,,, 50,,Круг  г/к, ,380 000 1-5т
2856,,09Г2С,,,, 32,,Круг  г/к, ,53 990 1-5т
2857,,ст3,,,, 32,,Круг  г/к, ,48 990 1-5т
2858,,09Г2С,,,, 32,,Круг  г/к, ,53 990 1-5т
2859,,ст35,,,, 32,,Круг  г/к, ,48 990 1-5т
2860,,40Х,,,, 32,,Круг  г/к, ,52 690 1-5т
2861,,ст45,,,, 32,,Круг  г/к, ,48 990 1-5т
2862,,30ХГСА,,,, 32,,Круг  г/к, ,59 990 1-5т
2863,,У8А,,,, 32,,Круг  г/к, ,73 990 1-5т
2864,,40ХН,,,, 32,,Круг  г/к, ,112 990 1-5т
2865,,30Х13,,,, 170,,Круг  г/к, ,217 000 1-5т
2866,,12Х18Н10Т,,,, 50,,Круг  г/к, ,300 000 1-5т
2867,,10Х17Н13М2Т,,,, 50,,Круг  г/к, ,650 000 1-5т
2868,,14Х17Н2,,,, 50,,Круг  г/к, ,305 000 1-5т
2869,,40Х13,,,, 170,,Круг  г/к, ,209 000 1-5т
2870,,20Х13,,,, 50,,Круг  г/к, ,209 000 1-5т
2871,,30ХГСА,,,, 32,,Круг  г/к, ,59 990 1-5т
2872,,14Х17Н2,,,, 48,,Круг  г/к, ,305 000 1-5т
2873,,14Х17Н2,,2-6,, 48,,Круг  г/к, ,314 150 <0.1т
2874,,12ХН3А,,,, 36,,Круг  г/к, ,209 990 1-5т
2875,,20Х,,,, 40,,Круг  г/к, ,52 690 1-5т
2876,,ст45,,,, 40,,Круг  г/к, ,48 990 1-5т
2877,,65Г,,,, 40,,Круг  г/к, ,77 990 1-5т
2878,,30ХГСА,,,, 40,,Круг  г/к, ,59 990 1-5т
2879,,18ХГТ,,,, 40,,Круг  г/к, ,59 990 1-5т
2880,,40Х,,,, 40,,Круг  г/к, ,52 690 1-5т
2881,,ст3,,,, 40,,Круг  г/к, ,48 990 1-5т
2882,,ст20,,,, 40,,Круг  г/к, ,48 990 1-5т
2883,,12Х18Н10Т,,2-6,, 200,,Круг  г/к, ,303 850 <0.1т
2884,,30Х13,,,, 200,,Круг  г/к, ,215 000 1-5т
2885,,9ХС,,,, 40,,Круг  г/к, ,99 990 1-5т
2886,,У8А,,,, 40,,Круг  г/к, ,73 990 1-5т
2887,,12Х18Н10Т,,,, 48,,Круг  г/к, ,300 000 1-5т
2888,,12ХН3А,,,, 40,,Круг  г/к, ,209 990 1-5т
2889,,ст35,,,, 40,,Круг  г/к, ,48 990 1-5т
2890,,30ХГСА,,,, 40,,Круг  г/к, ,59 990 1-5т
2891,,40Х,,,, 40,,Круг  г/к, ,52 690 1-5т
2892,,18ХГТ,,,, 40,,Круг  г/к, ,59 990 1-5т
2893,,09Г2С,,,, 42,,Круг  г/к, ,53 990 1-5т
2894,,40Х,,,, 42,,Круг  г/к, ,52 690 1-5т
2895,,18ХГТ,,,, 42,,Круг  г/к, ,59 990 1-5т
2896,,ст35,,,, 42,,Круг  г/к, ,48 990 1-5т
2897,,12Х2Н4А,,,, 42,,Круг  г/к, ,179 990 1-5т
2898,,40Х13,,,, 210,,Круг  г/к, ,237 000 1-5т
2899,,20Х13,,,, 210,,Круг  г/к, ,237 000 1-5т
2900,,12Х18Н10Т,,,, 210,,Круг  г/к, ,320 000 1-5т
2901,,14Х17Н2,,2-6,, 200,,Круг  г/к, ,303 850 <0.1т
2902,,14Х17Н2,,,, 45,,Круг  г/к, ,307 000 1-5т
2903,,ст35,,,, 40,,Круг  г/к, ,48 990 1-5т
2904,,ст20,,,, 40,,Круг  г/к, ,48 990 1-5т
2905,,20Х,,,, 40,,Круг  г/к, ,52 690 1-5т
2906,,65Г,,,, 40,,Круг  г/к, ,77 990 1-5т
2907,,ст45,,,, 40,,Круг  г/к, ,48 990 1-5т
2908,,12Х18Н10Т,,,, 45,,Круг  г/к, ,305 000 1-5т
2909,,20Х13,,,, 200,,Круг  г/к, ,209 000 1-5т
2910,,40ХН,,,, 40,,Круг  г/к, ,112 990 1-5т
2911,,20Х13,,,, 45,,Круг  г/к, ,209 000 1-5т
2912,,14Х17Н2,,2-6,, 190,,Круг  г/к, ,303 850 <0.1т
2913,,20Х,,,, 36,,Круг  г/к, ,52 690 1-5т
2914,,40Х,,,, 36,,Круг  г/к, ,52 690 1-5т
2915,,09Г2С,,,, 36,,Круг  г/к, ,53 990 1-5т
2916,,30Х13,,,, 190,,Круг  г/к, ,215 000 1-5т
2917,,30ХГСА,,,, 36,,Круг  г/к, ,59 990 1-5т
2918,,ст35,,,, 36,,Круг  г/к, ,48 990 1-5т
2919,,18ХГТ,,,, 36,,Круг  г/к, ,59 990 1-5т
2920,,40Х13,,,, 45,,Круг  г/к, ,209 000 1-5т
2921,,ст45,,,, 36,,Круг  г/к, ,48 990 1-5т
2922,,30ХГСА,,,, 36,,Круг  г/к, ,59 990 1-5т
2923,,18ХГТ,,,, 36,,Круг  г/к, ,59 990 1-5т
2924,,40Х,,,, 36,,Круг  г/к, ,52 690 1-5т
2925,,ст45,,,, 36,,Круг  г/к, ,48 990 1-5т
2926,,20Х,,,, 36,,Круг  г/к, ,52 690 1-5т
2927,,ст35,,,, 36,,Круг  г/к, ,48 990 1-5т
2928,,09Г2С,,,, 36,,Круг  г/к, ,53 990 1-5т
2929,,У8А,,,, 36,,Круг  г/к, ,73 990 1-5т
2930,,ст3,,,, 36,,Круг  г/к, ,48 990 1-5т
2931,,14Х17Н2,,,, 200,,Круг  г/к, ,295 000 1-5т
2932,,12Х18Н10Т,,2-6,, 190,,Круг  г/к, ,302 820 <0.1т
2933,,ст20,,,, 38,,Круг  г/к, ,48 990 1-5т
2934,,30Х13,,,, 45,,Круг  г/к, ,218 000 1-5т
2935,,12Х18Н10Т,,,, 200,,Круг  г/к, ,295 000 1-5т
2936,,14Х17Н2,,2-6,, 45,,Круг  г/к, ,316 210 <0.1т
2937,,12Х18Н10Т,,2-6,, 45,,Круг  г/к, ,314 150 <0.1т
2938,,ст45,,,, 38,,Круг  г/к, ,48 990 1-5т
2939,,40Х13,,,, 200,,Круг  г/к, ,209 000 1-5т
2940,,40Х,,,, 38,,Круг  г/к, ,52 690 1-5т
2941,,ст35,,,, 38,,Круг  г/к, ,48 990 1-5т
2942,,ст35,,,, 38,,Круг  г/к, ,48 990 1-5т
2943,,ст20,,,, 38,,Круг  г/к, ,48 990 1-5т
2944,,40Х,,,, 38,,Круг  г/к, ,52 690 1-5т
2945,,ст45,,,, 38,,Круг  г/к, ,48 990 1-5т
2946,,ст3,,,, 38,,Круг  г/к, ,48 990 1-5т
2947,,12Х18Н10Т AISI321,,,, 100,,Круг  г/к h9 Калиброванный, ,295 000 1-5т
2948,,08Х18Н10 AISI304,,,, 95,,Круг  г/к h9 Калиброванный, ,247 000 1-5т
2949,,08Х18Н10 AISI304,,3,, 95,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2950,,14Х17Н2 AISI431,,3,, 100,,Круг  г/к h9 Калиброванный, ,211 150 <0.1т
2951,,12Х18Н10Т AISI321,,3,, 100,,Круг  г/к h9 Калиброванный, ,303 850 <0.1т
2952,,08Х18Н10 AISI304,,3,, 100,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2953,,20Х13 AISI420,,,, 100,,Круг  г/к h9 Калиброванный, ,160 000 1-5т
2954,,08Х18Н10 AISI304,,,, 100,,Круг  г/к h9 Калиброванный, ,247 000 1-5т
2955,,AISI316L,,3,, 90,,Круг  г/к h9 Калиброванный, ,452 170 <0.1т
2956,,14Х17Н2 AISI431,,,, 70,,Круг  г/к h9 Калиброванный, ,205 000 1-5т
2957,,08Х18Н10 AISI304,,3,, 90,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2958,,20Х13 AISI420,,,, 38,,Круг  г/к h9 Калиброванный, ,160 000 1-5т
2959,,08Х18Н10 AISI304,,3,, 56,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2960,,12Х18Н10Т AISI321,,3,, 56,,Круг  г/к h9 Калиброванный, ,303 850 <0.1т
2961,,12Х18Н10Т AISI321,,3,, 38,,Круг  г/к h9 Калиброванный, ,303 850 <0.1т
2962,,12Х18Н10Т AISI321,,,, 56,,Круг  г/к h9 Калиброванный, ,295 000 1-5т
2963,,08Х18Н10 AISI304,,,, 56,,Круг  г/к h9 Калиброванный, ,247 000 1-5т
2964,,08Х18Н10 AISI304,,3,, 38,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2965,,12Х18Н10Т AISI321,,3,, 55,,Круг  г/к h9 Калиброванный, ,303 850 <0.1т
2966,,08Х18Н10 AISI304,,3,, 55,,Круг  г/к h9 Калиброванный, ,254 410 <0.1т
2967,,AISI316Ti,,3,, 55,,Круг  г/к h9 Калиброванный, ,499 550 <0.1т
2968,,14Х17Н2 AISI431,,3,, 55,,Круг  г/к h9 Калиброванный, ,211 150 <0.1т
2969,,20Х13 AISI420,,,, 55,,Круг  г/к h9 Калиброванный, ,160 000 1-5т
2970,,14Х17Н2 AISI431,,,, 55,,Круг  г/к h9 Калиброванный, ,205 000 1-5т
2971,,12Х18Н10Т AISI321,,,, 55,,Круг  г/к h9 Калиброванный, ,295 000 1-5т
